State,City,Hospital Id,Hospital Name,Address,Pin Code,PhONE NO,Mobile,Fax,Contactperson- (Desig),Email,LATITUDE,LONGITUDE
Karnataka,Holalkere,HOS-BLR-2577,Ravi Nursing Home,Road,577501,08194-224023,NA,0,NA,NA,0,0
Karnataka,Mangalore,HOS-BLR-1430,S.C.S. Hospital,"Upper Bendoor, Dakshina Kannada",575002,0824-2225201,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-746,S.J.Hospital,"#2, Ngef Layout, Sanjayanagar Main Rod, Opp To Vaibhav Theatre",560094,080-23416836,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-1270,S.K. Hospital,No-3 1St Cross Jnanabharati Road,560072,080-23213699,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-247,Sagar Hospitals,"44/45, 30Th Cross, Tilaknagar",560041,080-42888888,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-89,Sahana Hospital,"143, 2Nd Main, 7Th Cross, Kengeri Satellite Town",560060,080-69563544,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-1171,Sai Jyoti Nethra Seva,"11, Ulsoor Tank Roadnear Meg Gate",560042,080-25309008,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-32,Santosh Hospital,"6/1, Promenade Roadbehind Coles Park",560005,080-25367706,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-328,Saraswathi Hospital,"39, 17Th C Cross8Th B Main, Bsk 2Nd Stage",560070,080-26760363,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-839,Sarojini Hospital,"#39/2 Yash Avenue,8Th Mile Circle,Nh-4, T.Dasarahalli",560057,080-28396739,NA,0,NA,NA,0,0
Karnataka,Kundapur,HOS-BLR-346,Sarojini Nursing Home,"57/1, Hanglur Taluk",576217,08254-721200,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-863,Sathya Hospital,"# 45, C.Ramaiah Layout, Kammanahalli Main Road St.Thomas Town Postkamanahalli Main Road",560084,080-25443604,NA,0,NA,NA,0,0
Karnataka,Mandya,HOS-BLR-1375,Seva Nursing Home,"#1465, 100Ft Road, Ashok Nagar",571401,08232-220636,NA,0,NA,NA,0,0
Karnataka,Nipani,HOS-BLR-4872,Vishwas Hospital,"Cts No, 3352/1, Near Telephone Exchange",591237,08338-220845,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-33,Shaker Nursing Home,"#260, Sampige Road, Near 17Thcrossmalleshwaram",560003,080-23345901,NA,0,NA,NA,0,0
Karnataka,Mysore,HOS-BLR-2080,Vaatsalya Hospital,"#1659, Narayana Sastry Road, Lakshmipuram",570004,0821-2443507,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-325,Shanbag Hospital (Unit Of Ananya Hospital Pvt Ltd),"#6, Thimmiah Layout, 1St Main2Nd Block, Basaveshwaranagar",560079,080-23222894,NA,0,NA,NA,0,0
Karnataka,Gulbarga,HOS-BLR-1686,Shanti Medical Centre,"# 2-692, Srinivas Newdurga Rd",585101,08472-240369,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-316,Shekar Nethralaya Superspeciality Eye Hospital,"No 633, 100Ft Ring Road, J.P.Nagar 3Rd Phase",560078,080-26593210,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-35,Shekhar Hospital,"81, Bull Temple Road",560019,080-22421144,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-2097,Sukruthi Eye Care Microsurgical Centre,"148, Xi Cross, Vyalikaval, Malleswaram 11 Th Crossmalleswaram",560003,080-23566251,NA,0,NA,NA,0,0
Karnataka,Davanagere ,HOS-BLR-1310,Shilpa Diagnostics Pvt Ltd & Hospital,"# 2972/A-4, M.C.C. B Block, Near Swimming Pool",577004,08192-221638,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-1381,Shirdi Sai Hospital Pvt Ltd,"#519, 2 Main Nethravathi St, Near B E L Road",560054,080-57654400,NA,0,NA,NA,0,0
Karnataka,Hubli,HOS-BLR-276,Shivakrupa Hospital,"Bembalgi Complex, Sir Siddappa",580021,0836-2350448,NA,0,NA,NA,0,0
Karnataka,Hassan,HOS-BLR-1149,Shivara Shivappa Memorial Hospital,Opp Shankar Mutt Roadk.R. Puram,573201,08172-234414,NA,0,NA,NA,0,0
Karnataka,Hubli,HOS-BLR-343,Shreyas Orthopaedic & Trauma Centre-Hubli,"Kedar Plaza Coen Road, -Dharwad",580020,0836-8362228300,NA,0,NA,NA,0,0
Karnataka,Tumkur,HOS-BLR-54,Shridevi Hospital,1St Cross M.G Road,572101,0816-2255370,NA,0,NA,NA,0,0
Karnataka,Bagalkot,HOS-BLR-1,Shri Venkateshwara Hospital,Shabadhi Layout,587101,08354-222627,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-537,Shushrusha Nursing Home,"B.B.Road, Yelankha",560064,080-28460057,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-1289,Sneha Nursing Home,"# 76/1, 11Th Cross, West Of Chord Road Mahalakshmi Puramweest Of Chord Road",560086,080-23597691,NA,0,NA,NA,0,0
Karnataka,Bantwal,HOS-BLR-1191,M/S Somayaji Hospital,"P.O. Jodamarga, B.C. Road, Bantwal Taluk, Dakshina Kannada Dist.",574219,08255-232268,NA,0,NA,NA,0,0
Karnataka,Mysore,HOS-BLR-727,Annapoorna Orthopaedic & Speciality Hospital,"#953, Kantaraj Urs Road, Lakshmipuram",570004,0821-2334011,NA,0,NA,NA,0,0
Karnataka,Mandya,HOS-BLR-1012,Adichunchanagiri Hospital & Research,"Balagangadharanatha Nagara, Nagamangala Taluk, Dist, -Nagamangala Taluk, Dist",571448,08234-287011,NA,0,NA,NA,0,0
Karnataka,Uttara Kannada,HOS-BLR-814,Sri Devi Multi Speciality Hospital,Bunder Road Honavar Uttara Kannada,581334,08381-220430,NA,0,NA,NA,0,0
Karnataka,Kundapur,HOS-BLR-684,Sri Devi Nursing Home,"Akg Road, Udupi Dist",576201,08254-230066,NA,0,NA,NA,0,0
Karnataka,Davanagere ,HOS-BLR-4868,Davangere Heart Hospital (Unit Of Suraj Hospital Pvt Ltd),"3639, M.C.Colony 9Th Main",577004,08192-220998,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-1529,Sri Krishna Hospital,"# 154, 29Th Cross, 17Th Mainbanashankari 2Nd Stage",560070,080-26711212,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-36,Sri Raghavendra Hospital,"13/4, T. Dasarahalli, Tumkur Roadtumkur Road",560057,080-4256646,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-439,Sri Ram  Hospital,162 4Th Main 1St Cross Opp Post Officeviveknagar,560047,080-25714323,NA,0,NA,NA,0,0
Karnataka,Davanagere ,HOS-BLR-838,Sri Ramakrishna Nursing Home,"757/35, 8Th Main, P.J.Extn",577002,08192-234286,NA,0,NA,NA,0,0
Karnataka,Gulbarga,HOS-BLR-636,Sri Sai Krupa Home,"Near Jajee Kalyana Mantapa, Behind Nekrtc Central Office, Public Garden, Road",585102,08472-450150,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-1123,Sri Sai Ram Hospital,"# 33, Bannerghatta Road (Service Road) B.T.M.Layoutb.T.M. Layout 2Nd Stage",560076,080-41202341,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-1014,Sri Vinayaka Hospital,"1222, 80 Feet Road, Chandra Layoutchandra Layout",560040,080-23398062,NA,0,NA,NA,0,0
Karnataka,Bidar,HOS-BLR-4869,"Dr.Krishnamurthy'S Hospital & Rehab Centre , Nayakaman , Bidar",Inside Naya Kaman,585401,08482-226115,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-271,Srinivasa Cardiology Centre Private Limited,Millers Road,560050,080-41999401,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-524,St.John'S Medical College  Hospital,"Johnnager, Koramangala.Koramangala",560034,080-22065173,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-987,St.Martha'S Hospital,"No.5, Nrupathunga Road",560001,080-40128200,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-745,Spatica Super Speciality Hospital,"No. L-168, Fernhills Apartment, 6Th Sector, Ring Road, Hsr Layout",560034,080-41108300,NA,0,NA,NA,0,0
Karnataka,Shimoga,HOS-BLR-1592,Subbaiah Hospital,"S.R. Road, (Jail Road)",577201,08182-270139,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-0,M/S Sudharshana Nethralaya,"#452, Rs Plaze, Sampige Road, Malleshwaram",560003,080-32719976,NA,0,NA,NA,0,0
Karnataka,Davanagere ,HOS-BLR-1076,"Sukshema Hospital Pvt Ltd,","D No 2629/1A, 1B, Shammanur Rd, Mcc 'B' Block",572004,08192-222310,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-672,Sunayana Eye Hospital,"#1156, 26Th Main, 4Th T Block, Jayanagar",560041,080-22442356,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-528,Sumathi Nursing & Maternity Home & Surgical Gastroenterology Centre,"#426/12, 2Nd Cross, Mathikere Layout",560054,080-23372762,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-1102,Sundar Hospital,"#1&2, Hennur Main Road, Lingarajpuram",560084,080-25478586,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-1532,Sunetra Eye Hospital,"# 519/34, 2Nd Cross, 10Th Main, Banashankari 1St Stage",560050,080-22410500,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-749,Supra South City Hospital,"# 2, Chandra Complex, J.P.Nagar 7Th Phase Puttenahalli7Th Phase, J, P Nagar",560078,080-26634617,NA,0,NA,NA,0,0
Karnataka,Mandya,HOS-BLR-306,Suraksha Nursing Home,Halahalli Road Nehru Nagar,571401,08232-221894,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-1195,Mahaveer Eye Hospital Pvt Ltd,"#2, Sirurpark Road, (Behind Nataraja Theatre)Sheshadripuram",560020,080-23562211,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-978,Suresh Hospital,"# 723/B, 3Rd Block, Esi Hospital Road Rajajinagar",560010,080-23382867,NA,0,NA,NA,0,0
Karnataka,Mysore,HOS-BLR-1342,Sushrutha Eye Hospital,"No.313, Dewans Road, Besides Mairmallappa'S College",570024,0821-2427070,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-2019,Subash Medical Centre,"#1678/252, B.M. Road, Bidadi",562109,080-23208868,NA,0,NA,NA,0,0
Karnataka,Belgaum,HOS-BLR-4876,Kamal Hospital,"23, 21, 22, Basavesawar Nagar, Chikodi",531201,08338-272478,NA,0,NA,NA,0,0
Karnataka,Gadag,HOS-BLR-2099,Sanjeevini Hospital,K.C. Rani Road,582101,08372-236044,NA,0,NA,NA,0,0
Karnataka,Anekal,HOS-BLR-2165,Sri Vinayaka Hospital,"1174/952, G.T. Complex, Hosur Road Chandapura Cifle Chandapura Circle, Bangalore",560081,08110-309600,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-2241,Suprabha Maternity & Medical Centre,"170, 12Th Cross I Main, Mahalaxmi Layout",560086,080-23593832,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-2232,Sri Sai Eye Hospital,"# 311 4B Cross,Ramamurthynagar",560016,080-25658459,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-2277,S.B. Medical Centre (Ideal City Hospital),"No.1 & 2, Balagi Homes, Vinayaka Nagar Road, Bagalur Cross, Opp.Astra Zenica(Rear Gate), Yelahanka",560064,9945072008,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-2434,Seventhday Adventist Medical Centre,"8, Spencer Road, Frazer Town",560005,080-25302839,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-2550,S.G. Hospital,"#30, Anjaneyanagar Ittamadu Main Road Bsk Iii Stage",560085,080-26723002,NA,0,NA,NA,0,0
Karnataka,Madhugiri,HOS-BLR-2563,Sree Raghavandra Nursing Home,"Shankar Mutt Road,Raghavendra Extension ",572132,08137-282342,NA,0,NA,NA,0,0
Karnataka,Kolar,HOS-BLR-2564,Sri Venkateshwara Nursing Home,"Near K.S.R.T.C. Bus Stand, J.C. Road, Srinivaspura",563135,08157-245388,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-2579,St. Theresa'S Hospital,"1St Block, Rajkumar Road, Rajajinagar",560010,080-23472772,NA,0,NA,NA,0,0
Karnataka,Kolar,HOS-BLR-2602,Sanjana Hospital,"Maruthi Extension, Malur",563130,08151-234223,NA,0,NA,NA,0,0
Karnataka,Chikkaballapur,HOS-BLR-2600,Sri Manjunatha Hospital,"D.B.M. Road, Chihkbellapur",562101,08156-273110,NA,0,NA,NA,0,0
Karnataka,Bangarapet,HOS-BLR-2601,Sahara Nursing & Maternity Home,"# 39, K.G.F. Main Road",563114,08153-251297,NA,0,NA,NA,0,0
Karnataka,Hassan,HOS-BLR-2587,Sharada Nursing Home,Shankar Matt Road,573201,08172-269762,NA,0,NA,NA,0,0
Karnataka,Hassan,HOS-BLR-2608,Sampige Nursing Home,"Sampige Road, K.R. Puram",573201,08172-234442,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-635,Tandon Eye Clinic,"#39, 7Th Cross, Vasanthnagar",560052,080-22256115,NA,0,NA,NA,0,0
Karnataka,Mangalore,HOS-BLR-969,Tejasvini Hospital,"Kadri Temple Road, 575 002",575002,0824-2880100,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-37,The Bangalore Hospital,"#202, R.V.Road, Near Southend Circle",560004,080-41187600,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-4867,Radha Maternity & Surgical Hospital,"#71, Mill Road, Cottonpet",560053,080-26702006,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-1555,The Eye Surgical Centre,"# 1032, Sai Deep, 20Th Main, 5Th Block, Rajaji Nagar",560010,080-23309722,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-1369,Sri Eye Care Laser & Surgical Center,"#98, 98-4.Khm Block, 1St Main, Ganganagar, Main Road, Ganganagar",560032,080-23338502,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-1214,Tirumalai Eye Clinic,"# 320/B, 9Th Main, 5Th Block Jayanagarjayanagar",560041,080-26630974,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLC-620,Trinity Hospital & Heart Foundation,"# 27, Rammandir Road, Near R.V. Teacher'S College Circle, Basavanagudi.Basavanagudi",560004,080-41503434,NA,0,NA,NA,0,0
Karnataka,Mangalore,HOS-BLR-454,Unity Health Complex (Unit Of Unity Care & Health Services Pvt Ltd).,"Falnir Road, Kankanady",575002,0824-4245555,NA,0,NA,NA,0,0
Karnataka,Shimoga,HOS-BLR-665,Usha Nursing Home,Savalanga Road Ravindranagarravindra Nagar,577201,08182-223522,NA,0,NA,NA,0,0
Karnataka,Mysore,HOS-BLR-2088,Usha Kiran Eye Hospital,"#877/1, Deewans Road, Lakshmipuram",570004,0821-2334777,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-2217,Udhbhava Hospital,"14, 100Ft Ring Roaf, Banashankari 3Rd Stage",560085,080-26693032,NA,0,NA,NA,0,0
Karnataka,Chitradurga,HOS-BLR-2578,Udaya Nursing Home,J.C.R. Extension Main Road,577501,08194-230269,NA,0,NA,NA,0,0
Karnataka,Gundlupet,HOS-BLR-655,V.A.M Hospital,"Ooty Mysore Road, Mysore Dist",571111,08229-222300,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-272,V.S.Specialist Medical Centre And Neurological Research Institute,"196, 10Th Cross, Wilson Gardenswilson Garden",560027,080-22239433,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-1539,Vaidyam Hospital,"# 851/D, 60Th Cross, 5Th Block, Rajajinagagar",560010,080-23353525,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-273,Venlakh Hospital,"123, 5Th Main Roadchamarajpet",560018,080-26508118,NA,0,NA,NA,0,0
Karnataka,Mysore,HOS-BLR-345,Vidisha Nursing Home,Main Road B.M.Shreenagar Metagallimetagalli,570016,0821-2581726,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-1770,Vidya Eye Hospital,"47/E, 15Th Main, M.C Road, Vijayanagar",560040,080-23389854,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLC-1092,Vijai Hospital,"1St Main Raod 2Nd Cross Pai Lay Out Old Madras Roadpailayout, Old Madras Raod",560016,080-28511011,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-1215,Vasan Eye Care Hospital,"No-5, 20Th Cross, Malagala Under Pass Ring Road Nagarabhavi 2Nd Stage, Bangalore 560091, Karnataka",560091,"080-23183834,32988644",NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-1278,Vijaya Hospital,"#13, 6Th Cross, T.Dasarahalli Main Road T.Dasarahalli, Near Nh",560057,080-28378265,NA,0,NA,NA,0,0
Karnataka,Kundapur,HOS-BLR-1133,Vinaya Hospital,Main Road A,576201,08254-230368,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-527,Vittala International Institute Of Ophthalamology,"C.A. Sete No.1, 2Nd Cross, 7Th Block, Bsk 3Rd Stage, Banashankari",560085,080-26722214,NA,0,NA,NA,0,0
Karnataka,Shimoga,HOS-BLR-1061,Vivekananda Hospital And Maternity Home,"Thilak Nagar, Main Road",577201,08182-224350,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-1775,Vivekananda Hospital,"# 200, B.U.S. Complex, Bannerugatte Road, Billekahaly",560076,080-30614826,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-2014,Vijaya Ent Care Centre,"# 1, 9Th Cross, Malleswaram",560003,080-23311837,NA,0,NA,NA,0,0
Karnataka,Mangalore,HOS-BLR-2176,Vijaya Clinic General Hospital,Bunts Hostel Road,575003,0824-2444818,NA,0,NA,NA,0,0
Karnataka,Kundapur,HOS-BLR-2245,Vijayashree Accident Orthocare & General Hospital,"Nh.17, Near Sangam",576201,08254-231019,NA,0,NA,NA,0,0
Karnataka,Mangalore,HOS-BLR-2342,Vijaya Clinic Maternity & Surgical Nursing Home,Kadri Kambla Road,575004,0824-2217877,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-2527,Varalakshmi Hospital,"# 38/2, 2Nd Main Road, Madiwala New Extension",560068,080-25539565,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-38,Fortis Hospitals Ltd,"#14, Cunningham Road",560052,080-41994481,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-39,Yellamma Dassappa Hospital,"25, Andree Road, Shanthi Nagar",560027,080-2225642,NA,0,NA,NA,0,0
Karnataka,Mangalore,HOS-BLR-46,Yenepoya Specialty Hospital,"Kodialbail, Dikshina Kannada-, Opp. Bishop'S House",575003,0824-4238855,NA,0,NA,NA,0,0
Karnataka,Davanagere ,HOS-BLR-2710,Apoorva Hospital,"3Rd Main Road, 9Th Cross, J.P. Extention",577002,08192-256714,NA,0,NA,NA,0,0
Karnataka,Tumkur,HOS-BLR-2671,Akshay Hospital,"2Nd Cross, Ashoknagar",572102,"0816-2273107 , 0816-2251082",NA,0,NA,NA,0,0
Karnataka,Tumkur,HOS-BLR-2673,Aditya Orthopaedic & Trauma Centre,"Sri Shivakumar Swamy Circle, Bh Raod",572102,0816-2260023,NA,0,NA,NA,0,0
Karnataka,Bijapur,HOS-BLR-2661,Chiranjeevi Maternity Hospital,Divatageri Galli Near Rayar Math,586101,0835-2240146,NA,0,NA,NA,0,0
Karnataka,Tiptur,HOS-BLR-2658,Geetha Nursing Home,"Behind J.K.M. Complex, Bh Raod",572201,08134-250418,NA,0,NA,NA,0,0
Karnataka,Hubli,HOS-BLR-2714,Jaypriya Hospital,"#2, Ashok Nagar Raod, Bailappananai Nagar",580029,0836-2251011,NA,0,NA,NA,0,0
Karnataka,Tumkur,HOS-BLR-2672,Jayashree Nursing Home,"#30, K.R. Extention, 1St Cross, Behind Ram Mandir",572101,0816-2274747,NA,0,NA,NA,0,0
Karnataka,Davanagere ,HOS-BLR-2691,Mahesh Nursing Home,Kottur Road,583131,08398-281348,NA,0,NA,NA,0,0
Karnataka,Bidar,HOS-BLR-2657,Omnicare Health Services Pvt Ltd ( Apex Hospital ),Ganesh Maidan,585401,08482-220502,NA,0,NA,NA,0,0
Karnataka,Turuvekere,HOS-BLR-2656,Ravi Nursing Home,Y.T. Road,572227,08139-287540,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-2680,Rajnandini Hospital,"#3, 6Th Cross, Kanankunte, Old Bank Colony",560062,080-26323778,NA,0,NA,NA,0,0
Karnataka,Gadag,HOS-BLR-2660,Renuka Hospital,K.C. Rani Road,582101,08372-236484,NA,0,NA,NA,0,0
Karnataka,Bijapur,HOS-BLR-2659,Shri Banashankari Maternity Home,"Station Road, Swami Chidanand Lane",586101,08352-222565,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-2717,Siddhi Eye Care Centre,"# 229, 7Th Cross, 1St Stage, Indiranagar",560038,080-25257125,NA,0,NA,NA,0,0
Karnataka,Davanagere ,HOS-BLR-2689,Suchetana Hospital,"3Rd Main, P.J.Extention",580002,08192-230203,NA,0,NA,NA,0,0
Karnataka,Davanagere ,HOS-BLR-2692,Suchethana Hospital,Main Road,583131,08398-280350,NA,0,NA,NA,0,0
Karnataka,Kunigal,HOS-BLR-2667,Shree Sapthagiri Hospital,"B.M. Road, Mission Compound",572130,08132-220040,NA,0,NA,NA,0,0
Karnataka,Belgaum,HOS-BLR-2898,Deccan Medical Centre Pvt Ltd,"Goods Shed Road, Near Railway Station",590001,0831-2436555,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-2888,N.R.V. Hospital,V.N.Cros Opp Reliance Petrol Pump B.B. Road,562157,080-28467855,NA,0,NA,NA,0,0
Karnataka,Dakshina Kannada,HOS-BLR-2944,Pushparaj Hospital,"Main Road, Kalladka,  Dakshina Kannada`",574222,08255-275213,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-2811,Padmabhushan Dr. M.C. Modi Eye Hospital,"Dr. M.C. Modi Road, Mlp Layout",560086,080-40869555,NA,0,NA,NA,0,0
Karnataka,Hassan,HOS-BLR-2937,Smt. Savithramma Sri Sanasappa Hospital & Research Centre,"Road. Arsikere, Near Municipal Circle",573103,08174-233007,NA,0,NA,NA,0,0
Karnataka,Mysore,HOS-BLR-2924,Vijayanagara Nursing Home,"#440, Hebbal Main Road",570016,0821-2302870,NA,0,NA,NA,0,0
Karnataka,Sullia,HOS-BLR-2970,Jyothi Hospital,"Jyothi Circle Main Road, Daxina Kannada",574239,08257-230411,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-2824,Medi-Tech Multispeciality Hospital,"# 795/1, Bsk 1St Stage, 2Nd Block, Hanumanthanagar",560050,080-26509874,NA,0,NA,NA,0,0
Karnataka,Tumkur,HOS-BLR-2825,Mookambika Modi Eye Hospital,"3Rd Main, Shankarpuram. B H Road",572102,0816-2254400,NA,0,NA,NA,0,0
Karnataka,Kadur,HOS-BLR-2778,Sri Satya Sai Hospital,"B.H. Road, Nh 206",577548,08267-320055,NA,0,NA,NA,0,0
Karnataka,Tumkur,HOS-BLR-3040,Balaji Hospital,"B.H. Road, Tiptur.Near Aralikatte",572201,08134-252250,NA,0,NA,NA,0,0
Karnataka,Chikkamagaluru,HOS-BLR-3035,Balaji Nursing Home,"T.B. Road, Kadur",577548,08267-221320,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-3202,Kaveri Speciality Hospital,"#15/2, 4Th Cross, Hosur Main Road, Madiwala",560068,080-25537036,NA,0,NA,NA,0,0
Karnataka,Bidar,HOS-BLR-3042,Kamtikar Hospital,"8-10-204, Ganesh Maidan",585401,08482-225825,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-3223,Mysore Road Hi-Tech Hospital,"No:17, Panthrapalya, Nayandahalli Busstop",560039,080-28602613,NA,0,NA,NA,0,0
Karnataka,Mysore,HOS-BLR-3224,Priyadarshini General Hospital,"No:13, 7Th Main, Brindavan Extension 4Th Cross",570020,0821-5533799,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-3257,Punasru Hospital,"Mpm Layout, Opp Ambedkar Engg. College, Nagarabhavi Main Road",560056,080-23218872,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-3226,Ramakrishna Nursing Home,"No:79/18, I St Cross, Vith Main Road, G.D.Park Extension, Vyalikaval",560063,080-23367159,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-3216,Sri Ram Nursing Home,"19 & 56, 6Th Cross, 17Th Main, Muneshwara Block",560026,080-26747011,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-3258,Sri Sai Clinic & Maternity Home,"#652, 46Th Cross A 3Rd Block, Rajajinagar",560010,080-23351958,NA,0,NA,NA,0,0
Karnataka,Belgaum,HOS-BLR-3285,Vijaya Hospital,Mahatma Gandhi Bhavan Behind Hotel Sanman College Road,590001,0831-2431336,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-3292,Bangalore Eye Hospital & Retina Centre,"4C, 426 4Th Cross, 2Nd Block, Kalyannagar",560043,080-25421333,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-3311,Abhilash Hospital & Sara Rehabilitation Centre,"#271, 1Ooft Ring Road, 5Th Block, 3Rd Phase, 3Rd Stage, Banashankri",560085,080-26697114,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-3329,Sparsh Hospital For Accidents & Orthopaedics & Plastic Surgery,"29/P2, Health City, Hosur Road, Bommasandra Ind Area",560099,080-33271014,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-3336,Vathsalya Speciality Hospital,"#565, 3Rd Stage, 4Th Block, Basaveshwaranagar",560079,080-23239732,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-412,Hcg Double Road,"#44-45/2, 2Nd Cross, Raja Ram Mohan Roy Extension.Lalbagh Road",560027,080-22225644,NA,0,NA,NA,0,0
Karnataka,Tumkur,HOS-BLR-2859,Bharathi Hospital,"4Th Cross, Barkline Road, K.R. Extension, 4Th Cross",572101,0816-2254438,NA,0,NA,NA,0,0
Karnataka,Puttur,HOS-BLR-2780,Chetana Hospital,"Near Mahamaya Temple, Puttur",574201,08251-231901,NA,0,NA,NA,0,0
Karnataka,Gadag,HOS-BLR-1988,Hosmath Hospital,"K.C. Rani Road, Masari",582101,08372-235442,NA,0,NA,NA,0,0
Karnataka,Bangalore,HOS-BLR-1633,Jayanagar Orthopaedic Centre,"# 24/1-1, 14Th Main, 4Th Block East, Jayanagar",560011,080-26632735,NA,0,NA,NA,0,0
Karnataka,Chikkamagaluru,HOS-BLR-2779,Vaatsalya Hospital,"Ratnagiri Road, Opp Renukacharye Kalyan Mantap",577101,08262-235683,NA,0,NA,NA,0,0
Karnataka,Mandya,HOS-BLR-2849,Krupa Nursing Home,"#2050/A, Ii Cross Road, Subashnagar",571401,08232-206013,NA,0,NA,NA,0,0
